# Generated Item Translations
# Format: key,English,Portuguese
# Total items: 280
#
# NOTE: Portuguese translations need to be filled in manually
# Copy these lines to localization/translations.csv and translate the third column


# BOW Items
item_luxury_soap_desc,Perfumed luxury soap.,Perfumed luxury soap.
item_perfume_name,Perfume,Perfume
item_perfume_desc,Exotic perfume.,Exotic perfume.
item_pillow_name,Pillow,Pillow
item_pillow_desc,Soft pillow. Comfort item.,Soft pillow. Comfort item.
item_soap_name,Soap,Soap
item_soap_desc,Basic soap.,Basic soap.

# LUXURY Items
item_celestial_convergence_name,Celestial Convergence,Celestial Convergence
item_celestial_convergence_desc,The Essence of Nature. A legendary mega-component combining the power of miracles\, trade routes\, and the World Tree itself. One of the components required to forge KRAK.,The Essence of Nature. A legendary mega-component combining the power of miracles\, trade routes\, and the World Tree itself. One of the components required to forge KRAK.
item_champions_trophy_name,Champion's Trophy,Champion's Trophy
item_champions_trophy_desc,Proof of ultimate hunting mastery. A legendary mega-component created from pristine pelts\, trophy antlers\, and the essence of an ancient titan. Represents the pinnacle of the trapper's craft.,Proof of ultimate hunting mastery. A legendary mega-component created from pristine pelts\, trophy antlers\, and the essence of an ancient titan. Represents the pinnacle of the trapper's craft.
item_crown_name,Crown,Crown
item_crown_desc,Ornate royal crown adorned with precious gems. Symbol of sovereignty.,Ornate royal crown adorned with precious gems. Symbol of sovereignty.
item_embroidered_tapestry_name,Embroidered Tapestry,Embroidered Tapestry
item_embroidered_tapestry_desc,Magnificent wall tapestry.,Magnificent wall tapestry.
item_essence_of_mastery_name,Essence of Mastery,Essence of Mastery
item_essence_of_mastery_desc,The Soul of All Crafts. A legendary mega-component combining royal jewelry\, throne\, and steel chestplate. Represents mastery across all three crafting disciplines.,The Soul of All Crafts. A legendary mega-component combining royal jewelry\, throne\, and steel chestplate. Represents mastery across all three crafting disciplines.
item_fine_cloak_name,Fine Cloak,Fine Cloak
item_fine_cloak_desc,Fur-lined luxury cloak.,Fur-lined luxury cloak.
item_krak_name,KRAK - The Ultimate Forge,KRAK - The Ultimate Forge
item_krak_desc,THE ULTIMATE FORGE. Legends speak of KRAK\, an artifact so powerful it contains the essence of all three crafting disciplines. To create KRAK is to achieve mastery over reality itself. It pulses with the heartbeat of a dragon\, grows with the strength of the World Tree\, and shines with the light of fallen stars. Only the most dedicated players who have mastered all classes and gathered the rarest materials in existence can hope to forge this legendary item.,THE ULTIMATE FORGE. Legends speak of KRAK\, an artifact so powerful it contains the essence of all three crafting disciplines. To create KRAK is to achieve mastery over reality itself. It pulses with the heartbeat of a dragon\, grows with the strength of the World Tree\, and shines with the light of fallen stars. Only the most dedicated players who have mastered all classes and gathered the rarest materials in existence can hope to forge this legendary item.
item_leather_jacket_name,Leather Jacket,Leather Jacket
item_leather_jacket_desc,Quality leather jacket. Practical clothing.,Quality leather jacket. Practical clothing.
item_linen_shirt_name,Linen Shirt,Linen Shirt
item_linen_shirt_desc,Simple linen shirt. Basic clothing.,Simple linen shirt. Basic clothing.
item_ornate_jewelry_name,Ornate Jewelry,Ornate Jewelry
item_ornate_jewelry_desc,Exquisite jewelry pieces with intricate designs. High value.,Exquisite jewelry pieces with intricate designs. High value.
item_royal_garments_name,Royal Garments,Royal Garments
item_royal_garments_desc,Royal ceremonial robes.,Royal ceremonial robes.
item_royal_jewelry_set_name,Royal Jewelry Set,Royal Jewelry Set
item_royal_jewelry_set_desc,Magnificent royal jewelry.,Magnificent royal jewelry.
item_simple_jewelry_name,Simple Jewelry,Simple Jewelry
item_simple_jewelry_desc,Simple silver jewelry.,Simple silver jewelry.
item_ultimate_endgame_5_name,Titan\'s Crown,Titan\'s Crown
item_ultimate_endgame_5_desc,Crown worn by the ancient titans. Grants dominion over the land.,Crown worn by the ancient titans. Grants dominion over the land.
item_winter_coat_name,Winter Coat,Winter Coat
item_winter_coat_desc,Thick\, warm coat for harsh winter conditions. Essential for cold climates.,Thick\, warm coat for harsh winter conditions. Essential for cold climates.

# MATERIALS Items
item_adamantine_ingot_name,Adamantine Ingot,Adamantine Ingot
item_adamantine_ingot_desc,Legendary metal ingot. Unmatched strength.,Legendary metal ingot. Unmatched strength.
item_adamantine_ore_name,Adamantine Ore,Adamantine Ore
item_adamantine_ore_desc,Legendary ultra-hard ore. The rarest and most valuable metal in existence.,Legendary ultra-hard ore. The rarest and most valuable metal in existence.
item_alcohol_base_name,Alcohol Base,Alcohol Base
item_alcohol_base_desc,Distilled alcohol. Base for potions and tinctures. Crafted from grapes.,Distilled alcohol. Base for potions and tinctures. Crafted from grapes.
item_ale_name,Ale,Ale
item_ale_desc,Barley ale. Celebration drink.,Barley ale. Celebration drink.
item_almonds_name,Almonds,Almonds
item_almonds_desc,Sweet almonds. Luxury nut for fine cooking.,Sweet almonds. Luxury nut for fine cooking.
item_amethyst_name,Amethyst,Amethyst
item_amethyst_desc,Purple gemstone. Beautiful and moderately valuable for jewelry.,Purple gemstone. Beautiful and moderately valuable for jewelry.
item_ancient_titan_essence_name,Ancient Titan Essence,Ancient Titan Essence
item_ancient_titan_essence_desc,The crystallized essence of an ancient titan. Priceless endgame drop from titan bosses.,The crystallized essence of an ancient titan. Priceless endgame drop from titan bosses.
item_ancient_wood_planks_name,Ancient Wood Planks,Ancient Wood Planks
item_ancient_wood_planks_desc,Luxury planks from cedar or willow. For fine furniture and nobles.,Luxury planks from cedar or willow. For fine furniture and nobles.
item_animal_fat_name,Animal Fat,Animal Fat
item_animal_fat_desc,Rendered animal fat. Used for cooking\, soap\, and candles.,Rendered animal fat. Used for cooking\, soap\, and candles.
item_animal_feces_name,Animal Feces,Animal Feces
item_animal_feces_desc,...It's exactly what it sounds like. Essential fertilizer ingredient.,...It's exactly what it sounds like. Essential fertilizer ingredient.
item_apples_name,Apples,Apples
item_apples_desc,Crisp apples. Used in cooking and cider-making.,Crisp apples. Used in cooking and cider-making.
item_ash_planks_name,Ash Planks,Ash Planks
item_ash_planks_desc,Processed ash wood planks. Strong and flexible for construction.,Processed ash wood planks. Strong and flexible for construction.
item_ash_wood_name,Ash Wood,Ash Wood
item_ash_wood_desc,Strong and flexible wood from ash trees. Prized for tool handles and furniture.,Strong and flexible wood from ash trees. Prized for tool handles and furniture.
item_bait_name,Bait,Bait
item_bait_desc,Basic bait for trapping small game.,Basic bait for trapping small game.
item_bamboo_name,Bamboo,Bamboo
item_bamboo_desc,Fast-growing\, extremely strong grass. Lightweight and versatile construction material.,Fast-growing\, extremely strong grass. Lightweight and versatile construction material.
item_bamboo_planks_name,Bamboo Planks,Bamboo Planks
item_bamboo_planks_desc,Processed bamboo planks. Lightweight yet incredibly strong.,Processed bamboo planks. Lightweight yet incredibly strong.
item_barley_name,Barley,Barley
item_barley_desc,Versatile barley grain. Key ingredient for ale brewing.,Versatile barley grain. Key ingredient for ale brewing.
item_barrel_name,Barrel,Barrel
item_barrel_desc,Wooden barrel with iron bands. Used for wine and storage.,Wooden barrel with iron bands. Used for wine and storage.
item_basic_fabric_name,Basic Fabric,Basic Fabric
item_basic_fabric_desc,Simple woven fabric. Used for basic clothing and bandages. Crafted from thread.,Simple woven fabric. Used for basic clothing and bandages. Crafted from thread.
item_basic_leather_name,Basic Leather,Basic Leather
item_basic_leather_desc,Simple tanned leather from rabbit hide. Foundation of leatherwork.,Simple tanned leather from rabbit hide. Foundation of leatherwork.
item_bear_fur_name,Bear Fur,Bear Fur
item_bear_fur_desc,Massive bear pelt. Ultimate winter clothing material.,Massive bear pelt. Ultimate winter clothing material.
item_beeswax_name,Beeswax,Beeswax
item_beeswax_desc,Natural beeswax. Essential for candles and polish.,Natural beeswax. Essential for candles and polish.
item_bellows_name,Bellows,Bellows
item_bellows_desc,Forge bellows. Essential smithing tool.,Forge bellows. Essential smithing tool.
item_berries_name,Berries,Berries
item_berries_desc,Fresh wild berries. Used for juice\, wine\, and bait.,Fresh wild berries. Used for juice\, wine\, and bait.
item_berry_juice_name,Berry Juice,Berry Juice
item_berry_juice_desc,A sweet\, revitalizing drink squeezed from wild berries\, restoring a bit of strength to weary adventurers.,A sweet\, revitalizing drink squeezed from wild berries\, restoring a bit of strength to weary adventurers.
item_better_bait_name,Better Bait,Better Bait
item_better_bait_desc,Improved bait with higher success rate. Attracts larger prey.,Improved bait with higher success rate. Attracts larger prey.
item_bile_sacs_name,Bile Sacs,Bile Sacs
item_bile_sacs_desc,Rare bile sacs. Medical and alchemical uses.,Rare bile sacs. Medical and alchemical uses.
item_binding_cord_name,Binding Cord,Binding Cord
item_binding_cord_desc,Strong cord for binding and crafting. Essential material for many recipes.,Strong cord for binding and crafting. Essential material for many recipes.
item_birch_planks_name,Birch Planks,Birch Planks
item_birch_planks_desc,Processed birch wood planks. Quality hardwood for construction.,Processed birch wood planks. Quality hardwood for construction.
item_birch_wood_name,Birch Wood,Birch Wood
item_birch_wood_desc,Light-colored birch logs. Popular for furniture.,Light-colored birch logs. Popular for furniture.
item_blood_vials_name,Blood Vials,Blood Vials
item_blood_vials_desc,Collected animal blood. Essential for advanced potions.,Collected animal blood. Essential for advanced potions.
item_boar_hide_name,Boar Hide,Boar Hide
item_boar_hide_desc,Tough boar hide. Makes heavy leather for armor. From Hunter's Trap.,Tough boar hide. Makes heavy leather for armor. From Hunter's Trap.
item_boar_meat_name,Boar Meat,Boar Meat
item_boar_meat_desc,Rich boar meat. Luxury food ingredient. From Hunter's Trap.,Rich boar meat. Luxury food ingredient. From Hunter's Trap.
item_bone_name,Bone,Bone
item_bone_desc,Animal bones used for crafting tools and ornaments.,Animal bones used for crafting tools and ornaments.
item_bone_glue_name,Bone Glue,Bone Glue
item_bone_glue_desc,Strong adhesive from boiled bones.,Strong adhesive from boiled bones.
item_bone_meal_name,Bone Meal,Bone Meal
item_bone_meal_desc,Ground bone powder. Used as fertilizer.,Ground bone powder. Used as fertilizer.
item_bones_name,Skull,Skull
item_bones_desc,Animal skull. Processed into bone meal and glue.,Animal skull. Processed into bone meal and glue.
item_bread_name,Bread,Bread
item_bread_desc,Fresh baked bread. Staple food.,Fresh baked bread. Staple food.
item_brick_name,Brick,Brick
item_brick_desc,Fired clay brick. Foundation of construction.,Fired clay brick. Foundation of construction.
item_bronze_ingot_name,Bronze Ingot,Bronze Ingot
item_bronze_ingot_desc,Bronze alloy ingot. Decorative metalwork. Crafted from copper + tin ingots.,Bronze alloy ingot. Decorative metalwork. Crafted from copper + tin ingots.
item_cabbage_name,Cabbage,Cabbage
item_cabbage_desc,Hearty cabbage heads. Staple vegetable for soups.,Hearty cabbage heads. Staple vegetable for soups.
item_canvas_name,Canvas,Canvas
item_canvas_desc,Heavy-duty canvas from hemp. Used for bags and tents.,Heavy-duty canvas from hemp. Used for bags and tents.
item_carrots_name,Carrots,Carrots
item_carrots_desc,Orange root vegetables. Essential stew ingredient.,Orange root vegetables. Essential stew ingredient.
item_cedar_planks_name,Cedar Planks,Cedar Planks
item_cedar_planks_desc,Processed cedar wood planks. Naturally resistant and aromatic.,Processed cedar wood planks. Naturally resistant and aromatic.
item_cedar_wood_name,Cedar Wood,Cedar Wood
item_cedar_wood_desc,Aromatic wood from cedar trees. Naturally resistant to rot and insects.,Aromatic wood from cedar trees. Naturally resistant to rot and insects.
item_charcoal_name,Charcoal,Charcoal
item_charcoal_desc,Charred wood fuel. Can substitute for coal in some recipes.,Charred wood fuel. Can substitute for coal in some recipes.
item_cider_name,Cider,Cider
item_cider_desc,Apple cider.,Apple cider.
item_claws_name,Claws,Claws
item_claws_desc,Sharp animal claws. Trophy decoration.,Sharp animal claws. Trophy decoration.
item_clay_name,Clay,Clay
item_clay_desc,Soft earthy material used for pottery and bricks.,Soft earthy material used for pottery and bricks.
item_coal_name,Coal,Coal
item_coal_desc,Combustible black rock. Essential fuel for smelting and heating.,Combustible black rock. Essential fuel for smelting and heating.
item_colored_fabric_name,Colored Fabric,Colored Fabric
item_colored_fabric_desc,Fabric dyed in vibrant colors. For decorative clothing. Crafted from fabric + dyes.,Fabric dyed in vibrant colors. For decorative clothing. Crafted from fabric + dyes.
item_cooked_meat_name,Cooked Meat,Cooked Meat
item_cooked_meat_desc,Simple roasted meat. Basic food. Crafted from rabbit meat.,Simple roasted meat. Basic food. Crafted from rabbit meat.
item_copper_ingot_name,Copper Ingot,Copper Ingot
item_copper_ingot_desc,Refined copper ingot. Foundation of metalworking. Crafted from copper ore + coal.,Refined copper ingot. Foundation of metalworking. Crafted from copper ore + coal.
item_copper_ore_name,Copper Ore,Copper Ore
item_copper_ore_desc,Raw copper ore extracted from mining. Used for smelting copper ingots.,Raw copper ore extracted from mining. Used for smelting copper ingots.
item_cork_name,Cork,Cork
item_cork_desc,Cork bark. Essential for bottle stoppers. Found in Forager's Bundles.,Cork bark. Essential for bottle stoppers. Found in Forager's Bundles.
item_cotton_name,Cotton,Cotton
item_cotton_desc,Soft cotton bolls. Makes comfortable fabric. Found in Woodland Bundles.,Soft cotton bolls. Makes comfortable fabric. Found in Woodland Bundles.
item_cured_leather_name,Cured Leather,Cured Leather
item_cured_leather_desc,Professionally cured and treated leather. Resistant and durable. Interdependent craft.,Professionally cured and treated leather. Resistant and durable. Interdependent craft.
item_decorative_bronze_name,Decorative Bronze,Decorative Bronze
item_decorative_bronze_desc,Ornate bronze work with patina. Luxury decoration. Crafted from bronze + malachite.,Ornate bronze work with patina. Luxury decoration. Crafted from bronze + malachite.
item_deer_hide_name,Deer Hide,Deer Hide
item_deer_hide_desc,Quality deer hide. Makes good leather. From Standard Trap.,Quality deer hide. Makes good leather. From Standard Trap.
item_deer_meat_name,Deer Meat,Deer Meat
item_deer_meat_desc,Quality venison. Good food ingredient. From Standard Trap.,Quality venison. Good food ingredient. From Standard Trap.
item_diamond_name,Diamond,Diamond
item_diamond_desc,Extremely rare and valuable crystal. The ultimate gemstone.,Extremely rare and valuable crystal. The ultimate gemstone.
item_dyes_name,Dyes,Dyes
item_dyes_desc,Vibrant fabric dyes. For colored textiles. Interdependent: dye plants + salt + fat.,Vibrant fabric dyes. For colored textiles. Interdependent: dye plants + salt + fat.
item_electrum_ingot_name,Electrum Ingot,Electrum Ingot
item_electrum_ingot_desc,Gold-silver alloy. Master-level jewelry material. Crafted from silver + gold ingots.,Gold-silver alloy. Master-level jewelry material. Crafted from silver + gold ingots.
item_emerald_name,Emerald,Emerald
item_emerald_desc,Brilliant green gemstone. Highly valued for jewelry.,Brilliant green gemstone. Highly valued for jewelry.
item_exotic_flowers_name,Exotic Flowers,Exotic Flowers
item_exotic_flowers_desc,Beautiful rare flowers. Used for perfume and dyes. Found in Woodland Bundles.,Beautiful rare flowers. Used for perfume and dyes. Found in Woodland Bundles.
item_exotic_hides_name,Exotic Hides,Exotic Hides
item_exotic_hides_desc,Rare exotic animal hides. Masterwork leather source. Rare from Hunter's Trap.,Rare exotic animal hides. Masterwork leather source. Rare from Hunter's Trap.
item_feathers_name,Feathers,Feathers
item_feathers_desc,Bird feathers. Used for arrows and pillows.,Bird feathers. Used for arrows and pillows.
item_fertilizer_name,Fertilizer,Fertilizer
item_fertilizer_desc,MEMEABLE! Potent fertilizer. 'Fertilizer shortage!' Interdependent: feces + fiber + bone meal + limestone.,MEMEABLE! Potent fertilizer. 'Fertilizer shortage!' Interdependent: feces + fiber + bone meal + limestone.
item_fire_herbs_name,Fire Herbs,Fire Herbs
item_fire_herbs_desc,Rare magical herbs that glow with inner heat. Essential for powerful alchemical recipes.,Rare magical herbs that glow with inner heat. Essential for powerful alchemical recipes.
item_flax_name,Flax,Flax
item_flax_desc,Flax plants. Processed into linen fabric. Found in Forager's Bundles.,Flax plants. Processed into linen fabric. Found in Forager's Bundles.
item_flour_name,Flour,Flour
item_flour_desc,Ground wheat flour. Foundation of all baking. Crafted from wheat.,Ground wheat flour. Foundation of all baking. Crafted from wheat.
item_fox_fur_name,Fox Fur,Fox Fur
item_fox_fur_desc,Soft fox fur. Luxury clothing material. Rare from Standard Trap.,Soft fox fur. Luxury clothing material. Rare from Standard Trap.
item_glass_bottle_name,Glass Bottle,Glass Bottle
item_glass_bottle_desc,Glass bottle. Essential for potions and liquids. Crafted from sand + coal.,Glass bottle. Essential for potions and liquids. Crafted from sand + coal.
item_glass_pane_name,Glass Pane,Glass Pane
item_glass_pane_desc,Flat glass pane. Luxury construction material. Crafted from sand + iron fittings.,Flat glass pane. Luxury construction material. Crafted from sand + iron fittings.
item_gold_ingot_name,Gold Ingot,Gold Ingot
item_gold_ingot_desc,Valuable gold ingot. Ultimate luxury material. Crafted from gold ore + coal.,Valuable gold ingot. Ultimate luxury material. Crafted from gold ore + coal.
item_gold_inlay_name,Gold Inlay,Gold Inlay
item_gold_inlay_desc,Delicate gold inlay work. Luxury furnishing component. Complex processing.,Delicate gold inlay work. Luxury furnishing component. Complex processing.
item_gold_ore_name,Gold Ore,Gold Ore
item_gold_ore_desc,Valuable gold ore. Highly sought after for jewelry and trade goods.,Valuable gold ore. Highly sought after for jewelry and trade goods.
item_gold_thread_name,Gold Thread,Gold Thread
item_gold_thread_desc,Thread woven with gold. Ultimate luxury embroidery. Interdependent: gold + thread.,Thread woven with gold. Ultimate luxury embroidery. Interdependent: gold + thread.
item_gourds_name,Gourds,Gourds
item_gourds_desc,Decorative gourds. Festival decorations and containers. Gourd mania is real!,Decorative gourds. Festival decorations and containers. Gourd mania is real!
item_granite_name,Granite,Granite
item_granite_desc,Extremely hard igneous rock. Perfect for monuments and foundations.,Extremely hard igneous rock. Perfect for monuments and foundations.
item_grapes_name,Grapes,Grapes
item_grapes_desc,Plump grapes. Essential for winemaking!,Plump grapes. Essential for winemaking!
item_gravel_name,Gravel,Gravel
item_gravel_desc,Loose small stones. Used for paths and construction foundations.,Loose small stones. Used for paths and construction foundations.
item_hardwood_planks_name,Hardwood Planks,Hardwood Planks
item_hardwood_planks_desc,Strong hardwood planks from maple or ash. Quality construction material. Crafted from hardwoods.,Strong hardwood planks from maple or ash. Quality construction material. Crafted from hardwoods.
item_heavy_leather_name,Heavy Leather,Heavy Leather
item_heavy_leather_desc,Thick boar leather. Used for armor. Interdependent: boar hide + salt + fat.,Thick boar leather. Used for armor. Interdependent: boar hide + salt + fat.
item_hemp_name,Hemp,Hemp
item_hemp_desc,Strong hemp fibers. Makes rope and canvas. Found in Forager's Bundles.,Strong hemp fibers. Makes rope and canvas. Found in Forager's Bundles.
item_herbs_name,Herbs,Herbs
item_herbs_desc,Medicinal herbs with healing properties. Essential for potions.,Medicinal herbs with healing properties. Essential for potions.
item_herbs_common_name,Common Herbs,Common Herbs
item_herbs_common_desc,Basic medicinal herbs. Used for potions and healing. Found in Common Bundles.,Basic medicinal herbs. Used for potions and healing. Found in Common Bundles.
item_herbs_rare_name,Rare Herbs,Rare Herbs
item_herbs_rare_desc,Potent medicinal herbs. Essential for advanced potions. Found in Woodland Bundles.,Potent medicinal herbs. Essential for advanced potions. Found in Woodland Bundles.
item_honey_name,Honey,Honey
item_honey_desc,Sweet golden honey. Luxury sweetener for food and medicine.,Sweet golden honey. Luxury sweetener for food and medicine.
item_horns_name,Horns,Horns
item_horns_desc,Animal horns. Trophy decoration and crafting material. From Hunter's Trap.,Animal horns. Trophy decoration and crafting material. From Hunter's Trap.
item_indigo_plant_name,Indigo Plant,Indigo Plant
item_indigo_plant_desc,Blue dye plant. Creates vibrant indigo dyes. Found in Premium Bundles.,Blue dye plant. Creates vibrant indigo dyes. Found in Premium Bundles.
item_iron_fittings_name,Iron Fittings,Iron Fittings
item_iron_fittings_desc,Iron brackets\, buckles\, and hinges. Essential components. Crafted from iron ingots.,Iron brackets\, buckles\, and hinges. Essential components. Crafted from iron ingots.
item_iron_ingot_name,Iron Ingot,Iron Ingot
